timestep,episode,reward,estimated_team_reward,coverage_ratio,threat_level_avg,exploration_score,loss,timestamp
44500,27,9917.173533975136,49585.867669875675,0.96,0.4051750000000001,384.0,3730.519287109375,2025-12-22T00:29:37.573621Z
44750,27,9917.173533975136,49585.867669875675,0.9725,0.5322500000000001,389.0,3730.519287109375,2025-12-22T00:29:38.236391Z
45000,28,9958.879958088499,49794.39979044249,0.41,0.5015000000000002,164.0,3730.519287109375,2025-12-22T00:29:38.892469Z
45250,28,9958.879958088499,49794.39979044249,0.65,0.49197500000000005,260.0,3568.029296875,2025-12-22T00:29:41.160519Z
45500,28,9958.879958088499,49794.39979044249,0.7425,0.6380500000000001,297.0,3568.029296875,2025-12-22T00:29:41.863080Z
45750,28,9958.879958088499,49794.39979044249,0.8275,0.44692500000000007,331.0,3568.029296875,2025-12-22T00:29:42.512081Z
46000,28,9958.879958088499,49794.39979044249,0.93,0.5135500000000001,372.0,3568.029296875,2025-12-22T00:29:43.179304Z
46250,28,9958.879958088499,49794.39979044249,0.95,0.5446250000000001,380.0,3568.029296875,2025-12-22T00:29:43.987407Z
46500,29,10050.478089957625,50252.39044978813,0.2275,0.5544,91.0,3568.029296875,2025-12-22T00:29:44.656178Z
46750,29,10050.478089957625,50252.39044978813,0.5325,0.526225,213.0,3568.029296875,2025-12-22T00:29:45.301660Z
47000,29,10050.478089957625,50252.39044978813,0.6675,0.42715000000000003,267.0,3568.029296875,2025-12-22T00:29:45.948530Z
47250,29,10050.478089957625,50252.39044978813,0.7875,0.46375000000000005,315.0,3384.497802734375,2025-12-22T00:29:48.250309Z
47500,29,10050.478089957625,50252.39044978813,0.8425,0.5848000000000001,337.0,3384.497802734375,2025-12-22T00:29:48.897821Z
47750,29,10050.478089957625,50252.39044978813,0.8975,0.6239250000000001,359.0,3384.497802734375,2025-12-22T00:29:49.554470Z
48000,30,10051.089572928782,50255.44786464391,0.91,0.4153500000000001,364.0,3384.497802734375,2025-12-22T00:29:50.204161Z
48250,30,10051.089572928782,50255.44786464391,0.4975,0.4491250000000001,199.0,3384.497802734375,2025-12-22T00:29:50.983120Z
48500,30,10051.089572928782,50255.44786464391,0.7525,0.4784000000000001,301.0,3384.497802734375,2025-12-22T00:29:51.637201Z
48750,30,10051.089572928782,50255.44786464391,0.86,0.45485000000000014,344.0,3384.497802734375,2025-12-22T00:29:52.291284Z
49000,30,10051.089572928782,50255.44786464391,0.9075,0.5694750000000002,363.0,3384.497802734375,2025-12-22T00:29:52.939639Z
49250,30,10051.089572928782,50255.44786464391,0.975,0.5659750000000001,390.0,3137.921142578125,2025-12-22T00:29:55.303057Z
49500,30,10051.089572928782,50255.44786464391,0.9825,0.4235500000000001,393.0,3137.921142578125,2025-12-22T00:29:55.942706Z
49750,31,10104.67597797857,50523.37988989285,0.2775,0.5671500000000002,111.0,3137.921142578125,2025-12-22T00:29:56.638271Z
50000,31,10104.67597797857,50523.37988989285,0.65,0.4176250000000002,260.0,3137.921142578125,2025-12-22T00:29:57.285061Z
50250,31,10104.67597797857,50523.37988989285,0.8,0.4005500000000001,320.0,3137.921142578125,2025-12-22T00:29:57.978089Z
50500,31,10104.67597797857,50523.37988989285,0.89,0.44747500000000007,356.0,3137.921142578125,2025-12-22T00:29:58.779718Z
50750,31,10104.67597797857,50523.37988989285,0.94,0.49835000000000007,376.0,3137.921142578125,2025-12-22T00:29:59.486450Z
51000,31,10104.67597797857,50523.37988989285,0.975,0.4968000000000001,390.0,3137.921142578125,2025-12-22T00:30:00.134435Z
51250,32,10137.807056383503,50689.03528191752,0.1275,0.27510000000000007,51.0,2626.090087890625,2025-12-22T00:30:02.432992Z
51500,32,10137.807056383503,50689.03528191752,0.59,0.50055,236.0,2626.090087890625,2025-12-22T00:30:03.110047Z
51750,32,10137.807056383503,50689.03528191752,0.8125,0.35667500000000013,325.0,2626.090087890625,2025-12-22T00:30:03.751005Z
52000,32,10137.807056383503,50689.03528191752,0.89,0.3667750000000001,356.0,2626.090087890625,2025-12-22T00:30:04.394764Z
52250,32,10137.807056383503,50689.03528191752,0.93,0.4879250000000001,372.0,2626.090087890625,2025-12-22T00:30:05.051881Z
52500,32,10137.807056383503,50689.03528191752,0.955,0.47332500000000016,382.0,2626.090087890625,2025-12-22T00:30:05.827597Z
52750,32,10137.807056383503,50689.03528191752,0.975,0.4084250000000001,390.0,2626.090087890625,2025-12-22T00:30:06.487590Z
53000,33,10204.01737426286,51020.0868713143,0.425,0.42432500000000006,170.0,2626.090087890625,2025-12-22T00:30:07.158614Z
53250,33,10204.01737426286,51020.0868713143,0.7125,0.4230500000000001,285.0,4560.57275390625,2025-12-22T00:30:09.400083Z
53500,33,10204.01737426286,51020.0868713143,0.8625,0.5810750000000001,345.0,4560.57275390625,2025-12-22T00:30:10.067387Z
53750,33,10204.01737426286,51020.0868713143,0.9325,0.5653750000000002,373.0,4560.57275390625,2025-12-22T00:30:10.733188Z
54000,33,10204.01737426286,51020.0868713143,0.9625,0.5537750000000001,385.0,4560.57275390625,2025-12-22T00:30:11.381941Z
54250,33,10204.01737426286,51020.0868713143,0.9625,0.5120750000000001,385.0,4560.57275390625,2025-12-22T00:30:12.065517Z
