timestep,mean_reward,coverage_ratio,average_threat_level
77000,5727.926476666704,0.07,0.0
77250,4039.2648541666517,0.085,0.0
77500,4151.295550833299,0.07,0.0
77750,1546.7637166666668,0.075,0.0
78000,6268.530400833319,0.055,0.0
78250,3063.1781549999987,0.045,0.0
78500,4457.198830000068,0.08,0.0
78750,4971.0764625000365,0.0525,0.0
79000,5534.597070833325,0.0475,0.0
79250,4986.811346666625,0.0375,0.0
79500,4010.4615375000035,0.055,0.0
79750,778.7792141666752,0.075,0.0
80000,1145.9803616666716,0.0975,0.0
80250,2593.2803866666713,0.0325,0.0
80500,3623.5154833333454,0.0825,0.0
80750,6645.929259166574,0.0675,0.0
81000,1622.6303816666518,0.0925,0.0
81250,6786.944700000019,0.1125,0.0
81500,1472.415498333312,0.085,0.0
81750,2832.97525499999,0.05,0.0
82000,6623.8447500000575,0.05,0.0
82250,3728.2287841666844,0.0675,0.0
82500,3189.4148316666765,0.04,0.0
82750,7021.827863333242,0.0425,0.0
83000,1568.2780033333333,0.105,0.0
83250,5113.71135666671,0.105,0.0
83500,3920.630395000021,0.07,0.0
83750,3086.2905099999803,0.0525,0.0
84000,5723.615488333312,0.065,0.0
84250,1829.143170833321,0.09,0.0
84500,8997.676404166608,0.05,0.0
84750,2947.2970666666224,0.0475,0.0
85000,2018.8470883333273,0.085,0.0
85250,1903.0666666666357,0.0375,0.0
85500,1507.0625333333335,0.025,0.0
85750,3703.745995833368,0.0375,0.0
86000,6753.264839166685,0.0775,0.0
86250,4546.442104999998,0.065,0.0
86500,6798.663729999931,0.07,0.0
86750,5740.599999999978,0.0825,0.0
87000,8584.448149999966,0.11,0.0
87250,8366.681508333397,0.07,0.0
87500,1517.526340833346,0.06,0.0
87750,5175.565500000045,0.0825,0.0
88000,1352.2787266666596,0.0425,0.0
88250,7279.4814933333955,0.04,0.0
88500,3973.9970541666903,0.0675,0.0
88750,3928.4637341666803,0.06,0.0
89000,1496.9303983333493,0.0625,0.0
89250,1245.2784233333575,0.085,0.0
89500,4665.631505833369,0.04,0.0
89750,1115.7637075000187,0.095,0.0
90000,1836.5126716666357,0.0825,0.0
90250,11834.077983333187,0.03,0.0
90500,3836.080447499992,0.0975,0.0
90750,3383.0614066667204,0.0675,0.0
91000,3061.9597474999946,0.04,0.0
91250,5332.474376666723,0.05,0.0
91500,2961.6137500000236,0.035,0.0
91750,9683.448820000109,0.12,0.0
92000,2307.2612799999615,0.1225,0.0
92250,4896.563677500028,0.0475,0.0
92500,10586.662597500017,0.0875,0.0
92750,10689.381273333393,0.03,0.0
93000,7779.163734166799,0.0625,0.0
93250,5930.063697500031,0.06,0.0
93500,4661.365508333381,0.0575,0.0
93750,2327.497063333344,0.07,0.0
94000,1529.2815033333334,0.065,0.0
94250,3427.0149466666157,0.065,0.0
94500,4068.8292683333957,0.1,0.0
94750,2899.762529999989,0.0725,0.0
95000,3655.697080833331,0.0475,0.0
95250,6492.044749999932,0.0775,0.0
95500,3910.362486666742,0.0625,0.0
95750,4378.931598333326,0.0825,0.0
96000,7541.097081666788,0.095,0.0
96250,3808.8314933333863,0.0475,0.0
96500,1881.6643558333294,0.0875,0.0
96750,4353.299436666592,0.0675,0.0
97000,11646.43034000004,0.0725,0.0
97250,1174.0000000000084,0.0925,0.0
97500,4668.263734166668,0.0825,0.0
97750,7786.847055833294,0.05,0.0
98000,4324.928023333325,0.1,0.0
98250,4082.9285816667293,0.1,0.0
98500,1597.9469966666788,0.075,0.0
98750,15552.76136666651,0.0775,0.0
99000,6014.210659166694,0.09,0.0
99250,4253.2827699999925,0.0825,0.0
99500,7289.562143333207,0.1075,0.0
99750,4370.648823333298,0.1125,0.0
100000,1483.582758333349,0.05,0.0
